playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2543664","null","Terrance West","RB","TEN","RB","TEN","null","1.8621","null","null","300","300","null","null","0.1446","null","null","null","3.5864","0","2.3386","null",
"2543682","null","Bishop Sankey","RB","TEN","RB","TEN","null","7.6328","null","null","155","155","null","null","0.877","null","null","null","10.8973","4.36","5.1813","null",
"2543683","null","Austin Seferian-Jenkins","TE","TB","TE","TB","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543689","null","Kevin Norwood","WR","CAR","WR","CAR","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543690","null","Marion Grice","RB","FA","RB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543695","null","Jay Prosch","RB","HOU","RB","HOU","null","0.7021","null","null","363","363","null","null","0.1651","null","null","null","1.5415","0.03","4.5887","null",
"2543698","null","Tevin Reese","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543703","null","Tajh Boyd","QB","FA","QB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543704","null","Lorenzo Taliaferro","RB","BAL","RB","BAL","null","5.542","null","null","197","197","null","null","0.0158","null","null","null","6.7224","3.9249","3.5974","null",
"2543714","null","Arthur Lynch","TE","FA","TE","FA","null","0.005","null","null","443","443","null","null","0.005","null","null","null","0.008","0","7.343","null",
"2543715","null","Jerick McKinnon","RB","MIN","RB","MIN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","null","2.4027","null","null","280","280","null","null","0.3403","null","null","null","3.1324","0.4249","4.7805","null",
"2543728","null","Rob Blanchflower","TE","FA","TE","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543743","null","Carlos Hyde","RB","SF","RB","SF","null","11.5718","null","null","87","87","null","null","0.0322","null","null","null","13.4833","7.8606","2.2231","null",
"2543745","null","Jalen Saunders","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543746","null","Josh Huff","WR","PHI","WR","PHI","null","2.2842","null","null","286","286","null","null","0.0664","null","null","null","4.0457","0.2","4.4471","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","null","1.7314","null","null","305","305","null","null","0.3296","null","null","null","2.8025","0.0443","5.1021","null",
"2543751","null","David Fales","QB","CHI","QB","CHI","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","null","7.1195","null","null","165","165","null","null","0.4412","null","null","null","8.8707","2.7517","3.5222","null",
"2543761","null","Shaq Evans","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543767","null","Logan Thomas","QB","FA","QB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543770","null","Charles Sims","RB","TB","RB","TB","null","7.903","null","null","149","149","null","null","0.595","null","null","null","9.3254","5.15","2.1697","null",
"2543773","null","James White","RB","NE","RB","NE","null","1.0724","null","null","331","331","null","null","0.0632","null","null","null","1.9051","0.08","6.1451","null",
"2543777","null","Robert Herron","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543784","null","Keith Wenning","QB","FA","QB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2543792","null","Matt Hazel","WR","MIA","WR","MIA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543794","null","Crockett Gillmore","TE","BAL","TE","BAL","null","3.6202","null","null","254","254","null","null","0.1474","null","null","null","5.9016","0","14.1903","null",
"2543801","null","Jimmy Garoppolo","QB","NE","QB","NE","null","0.2911","null","null","394","394","null","null","0.0203","null","null","null","0.6763","0","6.1442","null",
"2543818","null","Jeremy Gallon","WR","OAK","WR","OAK","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543828","null","Quincy Enunwa","WR","NYJ","WR","NYJ","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2543836","null","T.J. Jones","WR","DET","WR","DET","null","0.2711","null","null","398","398","null","null","0.0245","null","null","null","0.5455","0","6.2794","null",
"2543847","null","John Brown","WR","ARI","WR","ARI","null","12.7274","null","null","70","70","null","null","0.0645","null","null","null","15.405","10.4964","4.8099","null",
"2549982","null","Garrett Gilbert","QB","FA","QB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550157","null","Kiero Small","RB","FA","RB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550162","null","James Wright","WR","CIN","WR","CIN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550163","null","Michael Campanaro","WR","BAL","WR","BAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550175","null","Ray Agnew","RB","DAL","RB","DAL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550182","null","Isaiah Burse","WR","DEN","WR","DEN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550183","null","Jeremy Butler","WR","BAL","WR","BAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550189","null","Isaiah Crowell","RB","CLE","RB","CLE","null","8.9882","null","null","123","123","null","null","0.0599","null","null","null","11.254","6.8754","3.5926","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","null","2.3248","null","null","282","282","null","null","0.0088","null","null","null","3.7696","0","2.9535","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","null","0.8308","null","null","351","351","null","null","0.0191","null","null","null","1.524","0","3.3586","null",
"2550223","null","Freddie Martino","WR","ATL","WR","ATL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550233","null","Rajion Neal","RB","FA","RB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550247","null","Bryn Renner","QB","FA","QB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550252","null","Connor Shaw","QB","CLE","QB","CLE","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550255","null","Jerome Smith","RB","ATL","RB","ATL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550256","null","Willie Snead","WR","NO","WR","NO","null","9.3413","null","null","116","116","null","null","0.278","null","null","null","11.5129","5.4473","2.8567","null",
"2550263","null","Juwan Thompson","RB","DEN","RB","DEN","null","1.4593","null","null","312","312","null","null","0.1116","null","null","null","2.9204","0","7.2308","null",
"2550268","null","Charcandrick West","RB","KC","RB","KC","null","3.949","null","null","247","247","null","null","0.2406","null","null","null","6.0673","0.5509","4.7925","null",
"2550271","null","James Wilder","RB","CIN","RB","CIN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550272","null","Albert Wilson","WR","KC","WR","KC","null","3.4619","null","null","259","259","null","null","0.0997","null","null","null","5.1718","2","6.1227","null",
"2550278","null","Blake Annen","TE","CHI","TE","CHI","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","null","0.174","null","null","417","417","null","null","0.0163","null","null","null","0.391","0","6.2046","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","null","8.1107","null","null","142","142","null","null","0.7034","null","null","null","9.1394","6.0129","5.47","null",
"2550327","null","Terrance Cobb","RB","OAK","RB","OAK","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","null","4.6124","null","null","225","225","null","null","0.1207","null","null","null","5.5836","3.204","3.5004","null",
"2550353","null","Allen Hurns","WR","JAC","WR","JAC","null","12.6439","null","null","72","72","null","null","0.4359","null","null","null","15.5755","10.5794","4.592","null",
"2550355","null","Nic Jacobs","TE","JAC","TE","JAC","null","0.5226","null","null","374","374","null","null","0.0236","null","null","null","0.8501","0.03","5.5871","null",
"2550356","null","Marcel Jensen","TE","FA","TE","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550359","null","Seantavius Jones","WR","NO","WR","NO","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550376","null","Stephen Morris","QB","FA","QB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550405","null","Erik Swoope","TE","FA","TE","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550407","null","Zurlon Tipton","RB","IND","RB","IND","null","0.2033","null","null","411","411","null","null","0.0288","null","null","null","0.2612","0","6.9085","null",
"2550410","null","Dustin Vaughan","QB","DAL","QB","DAL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550413","null","Corey Washington","WR","NYG","WR","NYG","null","0.1345","null","null","423","423","null","null","0.0623","null","null","null","0.2769","0","6.8116","null",
"2550415","null","Tony Washington","WR","FA","WR","FA","null","0.3186","null","null","390","390","null","null","0.0529","null","null","null","0.4533","0","6.3721","null",
"2550424","null","Alex Bayer","TE","STL","TE","STL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550448","null","Trey Watts","RB","STL","RB","STL","null","0.2989","null","null","393","393","null","null","0.064","null","null","null","0.6429","0","5.8493","null",
"2550454","null","Asante Cleveland","TE","SF","TE","SF","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550474","null","Antonio Andrews","RB","TEN","RB","TEN","null","4.0552","null","null","243","243","null","null","0.1723","null","null","null","7.1359","0.3","5.6453","null",
"2550481","null","Orleans Darkwa","RB","NYG","RB","NYG","null","0.1447","null","null","422","422","null","null","0.0723","null","null","null","0.2672","0","6.7706","null",
"2550485","null","Gator Hoskins","TE","FA","TE","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550500","null","Solomon Patton","WR","DEN","WR","DEN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550512","null","Damien Williams","RB","MIA","RB","MIA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550529","null","Silas Redd","RB","WAS","RB","WAS","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550540","null","George Atkinson","RB","OAK","RB","OAK","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550542","null","Kapri Bibbs","RB","FA","RB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550546","null","Philly Brown","WR","CAR","WR","CAR","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550574","null","Henry Josey","RB","FA","RB","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550596","null","Darrin Reaves","RB","CAR","RB","CAR","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550600","null","Nathan Slaughter","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2550608","null","RaShaun Allen","TE","SEA","TE","SEA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2550617","null","Taylor Gabriel","WR","CLE","WR","CLE","null","4.7216","null","null","220","220","null","null","0.0793","null","null","null","5.7553","3.64","4.0203","null",
"2550633","null","Senorise Perry","RB","CHI","RB","CHI","null","0.2664","null","null","399","399","null","null","0.0769","null","null","null","0.3792","0","6.6466","null",
"2550658","null","Branden Oliver","RB","SD","RB","SD","null","2.0835","null","null","295","295","null","null","0.1629","null","null","null","3.4715","0.42","2.9705","null",
"2550738","null","Fitzgerald Toussaint","RB","BAL","RB","BAL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2551247","null","Josh Harris","RB","PIT","RB","PIT","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2551357","null","Glenn Winston","RB","CLE","RB","CLE","null","0.0266","null","null","436","436","null","null","0.0116","null","null","null","0.0559","0","7.6251","null",
"2551359","null","Jerome Cunningham","TE","NYG","TE","NYG","null","1.9145","null","null","299","299","null","null","0.2037","null","null","null","3.5548","0","6.1003","null",
"2552033","null","Jameis Winston","QB","TB","QB","TB","null","16.5676","null","null","36","36","null","null","0.3497","null","null","null","18.2368","15.5666","2.5414","null",
"2552369","null","Bryce Petty","QB","NYJ","QB","NYJ","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552371","null","Garrett Grayson","QB","NO","QB","NO","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552374","null","Ameer Abdullah","RB","DET","RB","DET","null","12.5118","null","null","75","75","null","null","0.5124","null","null","null","15.7965","6.6471","7.042","null",
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552376","null","David Cobb","RB","TEN","RB","TEN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552379","null","Jeremy Langford","RB","CHI","RB","CHI","null","2.4533","null","null","278","278","null","null","0.1369","null","null","null","4.9796","0.12","3.8997","null",
"2552380","null","Karlos Williams","RB","BUF","RB","BUF","null","2.7305","null","null","275","275","null","null","0.2212","null","null","null","3.8857","0","7.3524","null",
"2552382","null","Malcolm Brown","RB","STL","RB","STL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552383","null","Terrence Magee","RB","BAL","RB","BAL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552397","null","Clive Walford","TE","OAK","TE","OAK","null","1.5661","null","null","309","309","null","null","0.0957","null","null","null","2.3529","0.03","3.1271","null",
"2552399","null","Jeff Heuerman","TE","DEN","TE","DEN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552401","null","MyCole Pruitt","TE","MIN","TE","MIN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552402","null","Nick Boyle","TE","BAL","TE","BAL","null","3.0377","null","null","268","268","null","null","0.1497","null","null","null","5.6102","0.22","5.4413","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552408","null","Darren Waller","WR","BAL","WR","BAL","null","3.5636","null","null","256","256","null","null","0.1247","null","null","null","5.0297","0.705","2.4967","null",
"2552409","null","DeVante Parker","WR","MIA","WR","MIA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552411","null","Dezmin Lewis","WR","BUF","WR","BUF","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552413","null","Dres Anderson","WR","SF","WR","SF","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552414","null","Ezell Ruffin","WR","IND","WR","IND","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","null","7.9159","null","null","148","148","null","null","0.1688","null","null","null","10.7725","2.38","4.7718","null",
"2552418","null","Justin Hardy","WR","ATL","WR","ATL","null","0.8715","null","null","347","347","null","null","0.0554","null","null","null","1.6115","0","5.0909","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","null","7.6784","null","null","154","154","null","null","0.13","null","null","null","9.3219","2.8468","4.1219","null",
"2552421","null","Kenny Bell","WR","TB","WR","TB","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552424","null","Phillip Dorsett","WR","IND","WR","IND","null","5.5178","null","null","199","199","null","null","0.258","null","null","null","6.9192","3.19","2.4786","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552427","null","Tony Lippett","WR","MIA","WR","MIA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552428","null","Tre McBride","WR","TEN","WR","TEN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","null","7.7726","null","null","151","151","null","null","0.0675","null","null","null","8.9128","5.279","2.7339","null",
"2552430","null","Tyler Lockett","WR","SEA","WR","SEA","null","6.6471","null","null","173","173","null","null","0.1244","null","null","null","7.9214","3.8014","2.6963","null",
"2552431","null","Vince Mayle","WR","CLE","WR","CLE","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","null","6.2275","null","null","186","186","null","null","0.0466","null","null","null","8.1078","1.094","3.8252","null",
"2552458","null","Devin Funchess","WR","CAR","WR","CAR","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552461","null","Duke Johnson","RB","CLE","RB","CLE","null","9.5858","null","null","114","114","null","null","0.334","null","null","null","12.1733","5.4014","4.8237","null",
"2552462","null","Gerald Christian","TE","ARI","TE","ARI","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552463","null","Jaelen Strong","WR","HOU","WR","HOU","null","4.027","null","null","244","244","null","null","0.1766","null","null","null","5.0402","2.15","5.0326","null",
"2552464","null","Jalston Fowler","RB","TEN","RB","TEN","null","0.8293","null","null","352","352","null","null","0.0902","null","null","null","1.3434","0.03","5.734","null",
"2552466","null","Marcus Mariota","QB","TEN","QB","TEN","null","16.6973","null","null","34","34","null","null","0.0824","null","null","null","18.0421","13.3123","3.5176","null",
"2552468","null","Maxx Williams","TE","BAL","TE","BAL","null","6.5386","null","null","176","176","null","null","0.4569","null","null","null","7.6983","4","3.2793","null",
"2552469","null","Melvin Gordon","RB","SD","RB","SD","null","11.4436","null","null","92","92","null","null","0.1017","null","null","null","14.1984","7.8249","3.652","null",
"2552470","null","Sammie Coates","WR","PIT","WR","PIT","null","0.7907","null","null","356","356","null","null","0.0329","null","null","null","2.0333","0","3.2394","null",
"2552471","null","T.J. Yeldon","RB","JAC","RB","JAC","null","13.7508","null","null","65","65","null","null","0.2052","null","null","null","16.9579","9.6","5.5357","null",
"2552475","null","Todd Gurley","RB","STL","RB","STL","null","15.0176","null","null","50","50","null","null","0.7919","null","null","null","16.8468","10.9012","9.7888","null",
"2552476","null","Kenny Hilliard","RB","HOU","RB","HOU","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","null","0.0066","null","null","442","442","null","null","0.005","null","null","null","0.0122","0","7.7562","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","null","1.2911","null","null","317","317","null","null","0.1227","null","null","null","2.3783","0","3.0931","null",
"2552479","null","DaRon Brown","WR","KC","WR","KC","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552487","null","Amari Cooper","WR","OAK","WR","OAK","null","15.1258","null","null","47","47","null","null","0.1923","null","null","null","19.5803","12.2","4.9679","null",
"2552491","null","Dorial Green-Beckham","WR","TEN","WR","TEN","null","4.6544","null","null","221","221","null","null","0.0331","null","null","null","6.0703","3.274","3.4075","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552576","null","Sean Mannion","QB","STL","QB","STL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552578","null","Tyler Varga","RB","IND","RB","IND","null","0.0271","null","null","434","434","null","null","0.0005","null","null","null","0.0412","0","7.6613","null",
"2552580","null","A.J. Derby","TE","NE","TE","NE","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552582","null","Jay Ajayi","RB","MIA","RB","MIA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","null","0.2905","null","null","395","395","null","null","0.0354","null","null","null","0.5961","0.01","6.278","null",
"2552588","null","Brett Hundley","QB","GB","QB","GB","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552600","null","Nelson Agholor","WR","PHI","WR","PHI","null","6.7095","null","null","172","172","null","null","0.0625","null","null","null","8.25","4.8365","3.1789","null",
"2552608","null","Stefon Diggs","WR","MIN","WR","MIN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552616","null","Duron Carter","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552627","null","DeAndre Smelter","WR","SF","WR","SF","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552631","null","Javorius Allen","RB","BAL","RB","BAL","null","2.8517","null","null","271","271","null","null","0.2038","null","null","null","4.458","1.1521","2.7628","null",
"2552633","null","Jesse James","TE","PIT","TE","PIT","null","0.2173","null","null","408","408","null","null","0.0473","null","null","null","0.3282","0.03","5.7764","null",
"2552634","null","Joey Iosefa","RB","TB","RB","TB","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2552635","null","Matt Jones","RB","WAS","RB","WAS","null","9.729","null","null","113","113","null","null","0.3027","null","null","null","13.0977","2.88","7.4954","null",
"2552636","null","Michael Burton","RB","DET","RB","DET","null","0.5351","null","null","371","371","null","null","0.0091","null","null","null","0.9729","0","4.6048","null",
"2552647","null","Marcus Murphy","RB","NO","RB","NO","null","0.1733","null","null","418","418","null","null","0.0586","null","null","null","0.4139","0","6.7711","null",
"2552650","null","Mario Alford","WR","CIN","WR","CIN","null","-0.0069","null","null","449","830","null","null","null","null","null","null","-0.0012","-0.02","7.4512","null",
"2552651","null","Kaelin Clay","WR","TB","WR","TB","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2552652","null","Chris Conley","WR","KC","WR","KC","null","2.3143","null","null","284","284","null","null","0.037","null","null","null","3.9514","0.07","3.637","null",
"2552654","null","Geremy Davis","WR","NYG","WR","NYG","null","0.4948","null","null","378","378","null","null","0.13","null","null","null","0.8594","0.06","5.1469","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","null","0.7899","null","null","357","357","null","null","0.172","null","null","null","1.925","-0.2","4.8101","null",
"2552657","null","DeAndrew White","WR","SF","WR","SF","null","0.0446","null","null","430","430","null","null","0.0271","null","null","null","0.1078","0","7.2121","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","null","0.0249","null","null","437","437","null","null","0.0224","null","null","null","0.0349","0","7.263","null",
"2553191","null","Joe Don Duncan","TE","FA","TE","FA","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553289","null","Evan Spencer","WR","WAS","WR","WAS","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553292","null","Kennard Backman","TE","GB","TE","GB","null","0.7772","null","null","358","358","null","null","0.0928","null","null","null","1.2626","0","4.7797","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","null","2.4361","null","null","279","279","null","null","0.1296","null","null","null","3.7782","0.8774","2.0821","null",
"2553352","null","Bud Sasser","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553432","null","Kevin White","WR","CHI","WR","CHI","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553435","null","David Johnson","RB","ARI","RB","ARI","null","5.5357","null","null","198","198","null","null","0.2763","null","null","null","7.5379","3.67","3.3082","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","null","0.7761","null","null","359","359","null","null","0.1555","null","null","null","1.8372","0","6.8258","null",
"2553446","null","Malcolm Johnson","RB","CLE","RB","CLE","null","0.4","null","null","385","385","null","null","0.0646","null","null","null","0.3203","0.02","7.0648","null",
"2553446","null","Malcolm Johnson","TE","CLE","TE","CLE","null","0.1493","null","null","421","421","null","null","0.0721","null","null","null","0.3203","0.02","6.6331","null",
"2553451","null","Neal Sterling","WR","JAC","WR","JAC","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553453","null","Andre Debose","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553454","null","Geoff Swaim","TE","DAL","TE","DAL","null","0.2274","null","null","407","407","null","null","0.0317","null","null","null","0.4136","0","6.0811","null",
"2553457","null","Trevor Siemian","QB","DEN","QB","DEN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553462","null","Josh Robinson","RB","IND","RB","IND","null","4.2087","null","null","237","237","null","null","0.1239","null","null","null","5.1341","2.9249","3.004","null",
"2553465","null","Rory Anderson","TE","SF","TE","SF","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553470","null","Darius Davis","WR","SF","WR","SF","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553486","null","Trey Williams","RB","WAS","RB","WAS","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553501","null","Shane Carden","QB","CHI","QB","CHI","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553502","null","DeAndre Carter","WR","BAL","WR","BAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553506","null","Ricky Collins","WR","GB","WR","GB","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553509","null","Adrian Coxson","WR","GB","WR","GB","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553511","null","John Crockett","RB","GB","RB","GB","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553524","null","Beau Gardner","TE","ATL","TE","ATL","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553526","null","Antwan Goodley","WR","DAL","WR","DAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553527","null","Deontay Greenberry","WR","DAL","WR","DAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553546","null","Vernon Johnson","WR","DET","WR","DET","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553575","null","Levi Norwood","WR","CHI","WR","CHI","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553599","null","Jaxon Shipley","WR","FA","WR","FA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553606","null","Jordan Taylor","WR","DEN","WR","DEN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553617","null","Terrell Watson","RB","CIN","RB","CIN","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553625","null","Rasheed Williams","RB","DET","RB","DET","null","0","null","null","448","448","null","null","0","null","null","null","0","0","null","null",
"2553628","null","Cam Worthy","WR","BAL","WR","BAL","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553631","null","Zach Zenner","RB","DET","RB","DET","null","2.1453","null","null","293","293","null","null","0.1141","null","null","null","3.3425","0.53","3.5302","null",
"2553634","null","Damarr Aultman","WR","MIA","WR","MIA","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553641","null","DaVaris Daniels","WR","MIN","WR","MIN","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553645","null","Cody Fajardo","QB","OAK","QB","OAK","null","0","null","null","448","448","null","null","null","null","null","null","0","0","null","null",
"2553649","null","Devin Gardner","QB","PIT","QB","PIT","null","0","null","null","448","448","null","null","null","null","null","null","0","0","null","null",
"2553649","null","Devin Gardner","WR","PIT","WR","PIT","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
"2553650","null","Corey Grant","RB","JAC","RB","JAC","null","0.5219","null","null","375","375","null","null","0.0631","null","null","null","0.9386","0","5.269","null",
"2553653","null","Josh Harper","WR","OAK","WR","OAK","null","0","null","null","448","829","null","null","0","null","null","null","0","0","null","null",
